Position	Class	Ctcf	Dnase	H3k27ac	H3k27me3	H3k36me3	H3k4me1	H3k4me1_H3K4me3	H3k4me3	H3k4me3_H3k27me3	H3k79me2	H3k9ac	H3k9me3	H4k20me1	P300	Pol2	tss_Dist	CpGIsland	GC_content
chr9_3401031_3402562	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5434	0	0.3605
chr6_23180012_23182186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148002	0	0.4319
chr12_103405885_103408290	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53696	0	0.4948
chr6_163276830_163279930	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127798	0	0.4348
chr9_84264195_84266950	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28722	0	0.4145
chr4_153287655_153290517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13150	0	0.3329
chr18_42942363_42944135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71127	0	0.4791
chr8_59168210_59170121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3191	0	0.3600
chr6_38358690_38360084	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89383	0	0.3859
chr1_204423958_204424935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0.5527
chr14_80095739_80097310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2344	0	0.4112
chr5_124708335_124710392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1717	0	0.3543
chr4_90917033_90921053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44437	0	0.3539
chr5_124330649_124332930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39593	0	0.3669
chr10_11721307_11722768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4407
chr16_61057518_61059625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500363	0	0.3412
chr18_49572585_49574511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290884	0	0.3411
chr2_3268196_3270849	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6865	0	0.5058
chr3_63672828_63674786	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34454	0	0.4448
chr1_33828789_33830947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7978	0	0.5315
chr4_126439832_126442014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72566	0	0.3460
chr14_68634843_68636060	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37929	0	0.3648
chr13_78406128_78407714	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3771	0	0.3562
chr18_56471647_56474866	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6245	0	0.4594
chr7_155264047_155265809	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13223	0	0.5
chr5_50854444_50856213	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107452	0	0.3267
chr8_78370218_78372418	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7285	0	0.3168
chr7_69596979_69598263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183638	0	0.4174
chr12_59460190_59462367	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145770	0	0.3830
chr1_119028026_119029955	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300179	0	0.4188
chr7_28114903_28117771	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3599	0	0.3601
chr5_81318882_81321683	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31068	0	0.3566
chr3_168958333_168962944	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24082	0	0.3899
chr10_78282592_78284988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31156	0	0.4215
chr11_75758037_75760619	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63557	0	0.3841
chr3_55017475_55018560	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3144	0	0.4129
chr4_95589445_95591459	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4936	0	0.3579
chr18_43168347_43170729	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24036	0	0.4659
chr21_17951012_17953659	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	0	0.3437
chr1_169910396_169913079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46987	0	0.3138
chr17_2079772_2081236	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3299	0	0.4877
chr9_113923350_113928045	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119071	0	0.3761
chr20_54241646_54244672	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197910	0	0.4028
chr6_105044981_105046701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133544	0	0.3726
chr6_45847301_45850554	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20362	0	0.4460
chr3_94051018_94053829	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255832	0	0.3372
chr9_89648350_89651598	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5443	0	0.4057
chr18_43133056_43135229	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45889	0	0.4431
chr17_68999469_69000768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197550	0	0.4372
chr12_59361630_59364518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47210	0	0.3272
chr3_102386162_102388382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	0	0.3828
chr3_55524543_55526260	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0.4484
chr3_79042278_79045053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22641	0	0.3848
chr2_159779317_159780341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44804	0	0.4208
chr2_37643870_37645460	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48446	0	0.4006
chr8_122076654_122078139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151349	0	0.3447
chr1_62045460_62048159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101370	0	0.3823
chr14_95836414_95839481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36495	0	0.5060
chr10_80295449_80297087	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6941	0	0.5018
chr2_5549618_5553025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143138	0	0.3645
chr12_67127104_67129730	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54178	0	0.3865
chr10_76513161_76514681	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67207	0	0.5184
chr2_220713868_220717300	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52310	0	0.4880
chr14_29857930_29860548	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3701
chr4_124775814_124779530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80395	0	0.3127
chr2_104353933_104357342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128804	0	0.3496
chr2_8781394_8783591	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18321	0	0.4319
chr2_104578156_104580488	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81488	0	0.3765
chr9_81010879_81014103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98820	0	0.4447
chr11_31895594_31899062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8257	0	0.4596
chr12_17171711_17174776	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232015	0	0.3507
chr2_105044282_105047512	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2212	0	0.3931
chr2_60498057_60502013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78138	0	0.4259
chr18_53018678_53020044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3308
chr14_36911162_36914360	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32473	0	0.4043
chr14_29710885_29713340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109668	0	0.3535
chr12_103405110_103408796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52921	0	0.4625
chr18_23044107_23046853	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111952	0	0.4235
chr4_109254340_109257033	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156896	0	0.4344
chr10_119725799_119727161	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47460	0	0.3582
chr2_104686690_104688638	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16730	0	0.2900
chr2_104016646_104019824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223927	0	0.3775
chr3_28033828_28035751	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34343	0	0.4149
chr22_46240915_46242300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41328	0	0.3898
chr3_193489359_193491333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70465	0	0.4736
chr6_97912825_97915982	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159363	0	0.3436
chr18_23432723_23434825	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180204	0	0.4376
chr10_35972892_35975932	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42529	0	0.3865
chr3_147563409_147566604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3205
chr12_103570982_103573398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4122
chr5_91927845_91931024	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32104	0	0.3457
chr2_212254840_212257158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272921	0	0.3576
chr2_103768696_103772482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20236	0	0.4062
chr4_124383428_124386454	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24968	0	0.3717
chr7_42185602_42187508	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4544	0	0.3892
chr10_35925382_35927242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3120	0	0.3940
chr10_36072272_36074291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113600	0	0.3927
chr9_100636218_100637962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20682	0	0.5177
chr7_90777214_90780836	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112946	0	0.3859
chr18_25663863_25668856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8337	0	0.3901
chr2_220771085_220773279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	0.4097
chr18_25500905_25504214	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30268	0	0.4203
chr5_55896173_55899069	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2990	0	0.4164
chr5_141930055_141932276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29136	0	0.4808
chr7_95874847_95878101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60895	0	0.3349
chr5_124651163_124654187	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50073	0	0.3320
chr6_140207977_140211769	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9448	0	0.3438
chr4_56919589_56923793	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88557	0	0.3763
chr14_75703373_75705053	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21060	0	0.4672
chr8_93030368_93033345	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3486
chr7_35412725_35416349	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113384	0	0.4539
chr7_69399070_69400682	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109458	0	0.4305
chr10_78156517_78158752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0.4389
chr1_18958671_18960284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	1	0.5523
chr4_155580703_155582056	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32479	0	0.3503
chr8_130644090_130647317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45168	0	0.4307
chr8_33891203_33892738	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24089	0	0.4117
chr11_16190865_16192453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57449	0	0.3526
chr12_103613944_103615320	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41490	0	0.3902
chr16_73362809_73364292	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56411	0	0.4558
chr18_49279374_49281480	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360962	0	0.3689
chr5_106909516_106911012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67623	0	0.3716
chr6_101743524_101745234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101429	0	0.3520
chr8_27752440_27753351	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8646	0	0.5005
chrX_150407692_150409052	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56834	0	0.4125
chr10_134442029_134446812	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	57083	0	0.5444
chr2_218801171_218803563	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5576
chr1_230984523_230987981	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3801	0	0.5410
chr7_115451531_115454796	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21748	0	0.3565
chr7_121967528_121971078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3656
chr21_39227606_39229223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56334	0	0.4409
chr1_8130439_8131887	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43641	0	0.4143
chr12_54426638_54427789	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.5577
chr11_119759730_119763658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95885	0	0.5351
chr2_241307979_241312994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62093	0	0.6103
chr2_238522379_238526567	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	0.4777
chr2_238221820_238225273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13550	0	0.4737
chr16_82767609_82770047	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36876	0	0.4450
chr2_47295775_47299432	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0.5799
chr10_79972390_79977332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31172	0	0.5024
chr1_79541347_79549134	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68943	0	0.3396
chr13_105768073_105771898	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346317	0	0.3071
chr3_80596701_80604762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209285	0	0.3236
chr7_107587162_107588892	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3643	0	0.4543
chr1_212704746_212707293	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11742	0	0.4259
chr11_16913136_16917745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9969	0	0.4562
chr1_26337765_26338024	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8350	0	0.4594
chr1_27527451_27527688	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33155	0	0.5105
chr1_42774668_42774801	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6329	0	0.3082
chr1_93003662_93004045	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51228	0	0.3420
chr1_109467804_109468470	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17679	0	0.4099
chr1_144986415_144987071	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2237	0	0.3978
chr1_166102836_166102913	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31419	0	0.2597
chr1_194045207_194045486	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73116	0	0.4444
chr1_211035320_211035533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271183	0	0.3802
chr1_218523725_218524123	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3345	0	0.3618
chr1_226435130_226435332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21926	0	0.4653
chr1_234639993_234640263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25143	0	0.4740
chr1_236431064_236431243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13658	0	0.4581
chr1_240306890_240307603	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35341	0	0.5119
chr10_7362038_7362350	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88357	0	0.4358
chr10_52037840_52038115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29469	0	0.4145
chr10_82509932_82510235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100379	0	0.4851
chr11_3090855_3091125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12011	0	0.4185
chr11_92767972_92767992	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65080	0	0.6
chr12_19566135_19566181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9135	0	0.5
chr12_23195038_23195059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20317	0	0.0476
chr12_53312254_53312405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7848	0	0.5960
chr12_69036661_69037118	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6905	0	0.3763
chr12_76849053_76849336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30552	0	0.3180
chr12_92189163_92189178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81988	0	0.1333
chr12_92517978_92518398	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12399	0	0.3452
chr12_93949724_93949882	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11073	0	0.3227
chr12_95680646_95681018	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7029	0	0.3951
chr13_24528296_24528692	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25146	0	0.4696
chr13_108503880_108504176	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14907	0	0.3175
chr13_111589420_111590157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22003	0	0.5142
chr14_56733293_56733420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44059	0	0.3700
chr14_60679186_60679974	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32080	0	0.4492
chr14_70020113_70020453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17579	0	0.4676
chr15_25564293_25564526	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27856	0	0.3047
chr15_25565589_25566847	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25535	0	0.3402
chr15_41254301_41254691	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7897	0	0.4615
chr15_52228372_52228625	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1972	0	0.5177
chr15_65245420_65245827	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19107	0	0.3685
chr15_93520042_93520437	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4929	0	0.3468
chr16_23968296_23968621	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	74679	0	0.2707
chr16_66960903_66961306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	0	0.5905
chr16_67435763_67435871	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2585	0	0.5185
chr16_69790577_69791500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1733	0	0.5287
chr16_72459158_72459630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0.3877
chr16_72671878_72672163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0.4315
chr17_42797981_42798248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11751	0	0.3595
chr17_56701235_56701661	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59615	0	0.4859
chr17_56706902_56707296	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62088	0	0.4847
chr17_80052713_80052821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3387	0	0.6759
chr18_667633_668016	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0.3733
chr19_604629_604764	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12395	0	0.6666
chr19_14789611_14789897	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800	0	0.4965
chr19_35643836_35643967	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665	0	0.2595
chr19_48101913_48102072	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8708	0	0.4528
chr19_58557282_58557656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11808	0	0.5855
chr2_2850815_2851100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8651	0	0.5614
chr2_37811087_37811457	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15821	0	0.4108
chr2_98822932_98823207	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14183	0	0.44
chr2_150222263_150222576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638	0	0.3993
chr2_197934286_197934620	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18979	0	0.2934
chr2_222826690_222827411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258718	0	0.4535
chr2_232566219_232566469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5152	0	0.576
chr2_241719463_241720148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8751	1	0.6204
chr2_241960934_241960944	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10772	0	0.3
chr20_47373433_47373685	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70735	0	0.4801
chr21_26952057_26952278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3360	0	0.2352
chr21_39430494_39430871	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47573	0	0.4748
chr22_22478098_22478432	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87355	0	0.4401
chr22_35528321_35528338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9667	0	0.1176
chr3_6573697_6574039	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24229	0	0.3567
chr3_10402355_10402452	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24370	0	0.4742
chr3_18237686_18238028	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154995	0	0.3157
chr3_18580242_18580387	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11578	0	0.3793
chr3_38144034_38144304	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6996	0	0.4592
chr3_47704557_47705253	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14602	0	0.4870
chr3_65013149_65013388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147244	0	0.4769
chr3_120493479_120494008	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31638	0	0.4328
chr3_143352573_143352896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64095	0	0.3281
chr3_155316441_155316741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77087	0	0.3733
chr3_173650294_173650720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11707	0	0.3849
chr4_91453996_91454262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116396	0	0.3458
chr4_99124941_99125231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57303	0	0.4034
chr4_104302340_104302484	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4180	0	0.3680
chr4_127487763_127488061	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495900	0	0.2751
chr4_127966730_127967007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31910	0	0.3646
chr4_128752654_128753022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12173	0	0.2663
chr4_140727942_140728268	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82938	0	0.2944
chr5_66518350_66518491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25722	0	0.3333
chr5_85654132_85654483	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4511	0	0.2877
chr5_88171082_88171456	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2338	0	0.3529
chr5_96028306_96028536	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2952	0	0.4391
chr5_114847596_114847935	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32656	0	0.4247
chr5_132323487_132323535	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24025	0	0.3333
chr5_138620359_138620541	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8561	0	0.2967
chr5_140875639_140876085	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6831	0	0.5695
chr5_154871450_154872048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425305	0	0.3996
chr5_172208951_172208972	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10752	0	0.4761
chr5_177645267_177645446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6051	0	0.4245
chr6_3254273_3254642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485	0	0.4525
chr6_13602068_13602103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13284	0	0.2285
chr6_35445364_35445634	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9167	0	0.4444
chr6_126241150_126241321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20095	0	0.3040
chr7_57639323_57639702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129440	0	0.4327
chr7_84248657_84248668	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70135	0	0.2727
chr7_97994295_97994325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9556	0	0.0666
chr7_119283625_119284006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263423	0	0.4304
chr7_119435371_119435694	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111735	0	0.5356
chr7_153105018_153105427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3892	0	0.2762
chr8_35382808_35383133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18776	0	0.4523
chr8_43093596_43094096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42285	0	0.244
